"TF","gene_name","n_files_with_binding","total_overlapping_peaks","cell_lines","file_accessions"
"SP1","MICA",47,103,"HCT116; HepG2; K562; MCF-7","ENCFF012RTC; ENCFF022SPK; ENCFF105XMS; ENCFF141BNU; ENCFF144LSV; ENCFF182BYO; ENCFF190CLO; ENCFF242PEU; ENCFF251ULY; ENCFF269COU; ENCFF281VNN; ENCFF314MDR; ENCFF333SWC; ENCFF351FUG; ENCFF361NRI; ENCFF397VNT; ENCFF412ERW; ENCFF442GMI; ENCFF452LDK; ENCFF462LGV; ENCFF482RLB; ENCFF485GJV; ENCFF517UED; ENCFF528QDU; ENCFF533IUC; ENCFF553ICR; ENCFF553OVY; ENCFF583RCF; ENCFF621FNG; ENCFF635UNX; ENCFF694DZO; ENCFF695MSY; ENCFF721SBW; ENCFF730MAR; ENCFF790ETX; ENCFF816NKN; ENCFF857MEZ; ENCFF858NWA; ENCFF872KVF; ENCFF904OAW; ENCFF932QXK; ENCFF946JCH; ENCFF967VSP; ENCFF976VQH; ENCFF979OOW; ENCFF984FGT; ENCFF994TVF"
"SP1","MICB",37,67,"HCT116; HepG2; K562; MCF-7","ENCFF012RTC; ENCFF103ESU; ENCFF105XMS; ENCFF121SXP; ENCFF141BNU; ENCFF144LSV; ENCFF182BYO; ENCFF242PEU; ENCFF269COU; ENCFF269OJD; ENCFF351FUG; ENCFF361NRI; ENCFF420CVJ; ENCFF422VXS; ENCFF442GMI; ENCFF452LDK; ENCFF459WKK; ENCFF482RLB; ENCFF485GJV; ENCFF517UED; ENCFF533IUC; ENCFF553OVY; ENCFF583RCF; ENCFF621FNG; ENCFF694KUN; ENCFF699WES; ENCFF721SBW; ENCFF730MAR; ENCFF740QPT; ENCFF778OYJ; ENCFF790ETX; ENCFF816NKN; ENCFF857MEZ; ENCFF904OAW; ENCFF932QXK; ENCFF979OOW; ENCFF994TVF"
"SP1","RAET1E",30,46,"HCT116; HepG2; K562; MCF-7","ENCFF003QBR; ENCFF012RTC; ENCFF121SXP; ENCFF141BNU; ENCFF182BYO; ENCFF251ULY; ENCFF314MDR; ENCFF351FUG; ENCFF361NRI; ENCFF397VNT; ENCFF442GMI; ENCFF482RLB; ENCFF519LNU; ENCFF553ICR; ENCFF583RCF; ENCFF600MKH; ENCFF621FNG; ENCFF635UNX; ENCFF694KUN; ENCFF699WES; ENCFF721SBW; ENCFF740QPT; ENCFF778OYJ; ENCFF894JDZ; ENCFF904OAW; ENCFF912ITB; ENCFF932QXK; ENCFF946JCH; ENCFF979OOW; ENCFF990HAQ"
"SP1","RAET1G",35,54,"HepG2; K562; MCF-7","ENCFF012RTC; ENCFF141BNU; ENCFF144LSV; ENCFF242PEU; ENCFF351FUG; ENCFF361NRI; ENCFF397VNT; ENCFF412ERW; ENCFF420CVJ; ENCFF482RLB; ENCFF485GJV; ENCFF517UED; ENCFF533IUC; ENCFF553OVY; ENCFF583RCF; ENCFF621FNG; ENCFF635UNX; ENCFF694DZO; ENCFF694KUN; ENCFF699WES; ENCFF721SBW; ENCFF730MAR; ENCFF740QPT; ENCFF778OYJ; ENCFF790ETX; ENCFF816NKN; ENCFF857MEZ; ENCFF858NWA; ENCFF894JDZ; ENCFF894RIX; ENCFF904OAW; ENCFF932QXK; ENCFF976VQH; ENCFF979OOW; ENCFF994TVF"
"SP1","RAET1L",34,53,"HCT116; HepG2; K562; MCF-7","ENCFF003QBR; ENCFF012RTC; ENCFF096VAL; ENCFF099AQK; ENCFF103ESU; ENCFF141BNU; ENCFF182BYO; ENCFF251ULY; ENCFF269OJD; ENCFF314MDR; ENCFF366HLG; ENCFF422VXS; ENCFF442GMI; ENCFF459WKK; ENCFF482RLB; ENCFF519LNU; ENCFF546ASI; ENCFF553ICR; ENCFF583RCF; ENCFF600MKH; ENCFF621FNG; ENCFF635UNX; ENCFF694KUN; ENCFF699WES; ENCFF721SBW; ENCFF740QPT; ENCFF778OYJ; ENCFF816NKN; ENCFF852HEY; ENCFF894RIX; ENCFF904OAW; ENCFF912ITB; ENCFF946JCH; ENCFF990HAQ"
"SP1","ULBP1",61,90,"HCT116; HepG2; K562; MCF-7","ENCFF003QBR; ENCFF012RTC; ENCFF099AQK; ENCFF103ESU; ENCFF121SXP; ENCFF141BNU; ENCFF144LSV; ENCFF171NEU; ENCFF182BYO; ENCFF194MEG; ENCFF251ULY; ENCFF269COU; ENCFF269OJD; ENCFF281VNN; ENCFF314MDR; ENCFF366HLG; ENCFF397VNT; ENCFF412ERW; ENCFF422VXS; ENCFF440HZQ; ENCFF442GMI; ENCFF452LDK; ENCFF459WKK; ENCFF482RLB; ENCFF485GJV; ENCFF517UED; ENCFF519LNU; ENCFF528QDU; ENCFF553GPK; ENCFF553ICR; ENCFF553OVY; ENCFF583RCF; ENCFF600MKH; ENCFF621FNG; ENCFF694DZO; ENCFF694KUN; ENCFF695MSY; ENCFF699WES; ENCFF721SBW; ENCFF730MAR; ENCFF740QPT; ENCFF778OYJ; ENCFF790ETX; ENCFF816NKN; ENCFF852HEY; ENCFF857MEZ; ENCFF858NWA; ENCFF886XES; ENCFF894JDZ; ENCFF894RIX; ENCFF904OAW; ENCFF912ITB; ENCFF930GII; ENCFF932QXK; ENCFF946JCH; ENCFF964MUO; ENCFF967VSP; ENCFF979OOW; ENCFF984FGT; ENCFF990HAQ; ENCFF994TVF"
"SP1","ULBP2",40,55,"HCT116; HepG2; K562; MCF-7","ENCFF003QBR; ENCFF012RTC; ENCFF096VAL; ENCFF141BNU; ENCFF144LSV; ENCFF182BYO; ENCFF194MEG; ENCFF251ULY; ENCFF269COU; ENCFF269OJD; ENCFF281VNN; ENCFF314MDR; ENCFF351FUG; ENCFF361NRI; ENCFF412ERW; ENCFF420CVJ; ENCFF422VXS; ENCFF440HZQ; ENCFF442GMI; ENCFF452LDK; ENCFF482RLB; ENCFF485GJV; ENCFF519LNU; ENCFF553GPK; ENCFF553ICR; ENCFF583RCF; ENCFF600MKH; ENCFF621FNG; ENCFF695MSY; ENCFF721SBW; ENCFF740QPT; ENCFF790ETX; ENCFF816NKN; ENCFF857MEZ; ENCFF904OAW; ENCFF930GII; ENCFF932QXK; ENCFF946JCH; ENCFF984FGT; ENCFF994TVF"
"SP1","ULBP3",53,112,"HCT116; HepG2; K562; MCF-7","ENCFF001UEK; ENCFF001UEL; ENCFF001UHM; ENCFF002CLB; ENCFF002CMN; ENCFF003QBR; ENCFF012RTC; ENCFF058NMZ; ENCFF096VAL; ENCFF099AQK; ENCFF103ESU; ENCFF121SXP; ENCFF141BNU; ENCFF144LSV; ENCFF269COU; ENCFF269OJD; ENCFF297KAT; ENCFF300XUA; ENCFF321TMN; ENCFF351FUG; ENCFF361NRI; ENCFF366HLG; ENCFF420CVJ; ENCFF422VXS; ENCFF442GMI; ENCFF452LDK; ENCFF459WKK; ENCFF482RLB; ENCFF485GJV; ENCFF546ASI; ENCFF553GPK; ENCFF583RCF; ENCFF621FNG; ENCFF694KUN; ENCFF695MSY; ENCFF699WES; ENCFF721SBW; ENCFF740QPT; ENCFF741WKY; ENCFF778OYJ; ENCFF790ETX; ENCFF816NKN; ENCFF852HEY; ENCFF857MEZ; ENCFF886XES; ENCFF894JDZ; ENCFF894RIX; ENCFF904OAW; ENCFF932QXK; ENCFF976VQH; ENCFF979OOW; ENCFF990HAQ; ENCFF994TVF"
"STAT6","MICA",11,36,"HepG2; K562","ENCFF009YMJ; ENCFF129ITL; ENCFF187PVW; ENCFF247GAV; ENCFF251LXH; ENCFF332UTL; ENCFF436DSV; ENCFF507BNV; ENCFF655MFA; ENCFF793HHE; ENCFF861MUF"
"STAT6","MICB",6,20,"HepG2; K562","ENCFF129ITL; ENCFF187PVW; ENCFF247GAV; ENCFF251LXH; ENCFF436DSV; ENCFF507BNV"
"STAT6","RAET1E",2,3,"HepG2; K562","ENCFF187PVW; ENCFF436DSV"
"STAT6","RAET1G",8,12,"HepG2; K562","ENCFF129ITL; ENCFF187PVW; ENCFF247GAV; ENCFF251LXH; ENCFF332UTL; ENCFF436DSV; ENCFF507BNV; ENCFF793HHE"
"STAT6","ULBP1",7,17,"K562","ENCFF187PVW; ENCFF332UTL; ENCFF507BNV; ENCFF598VGY; ENCFF793HHE; ENCFF863LIH; ENCFF924PUV"
"STAT6","ULBP2",4,7,"K562","ENCFF187PVW; ENCFF332UTL; ENCFF507BNV; ENCFF793HHE"
"STAT6","ULBP3",2,2,"K562","ENCFF187PVW; ENCFF332UTL"
"TBP","MICA",33,74,"HeLa-S3; HepG2; K562","ENCFF020TWU; ENCFF068UNL; ENCFF183XEO; ENCFF196KRF; ENCFF198GZQ; ENCFF223MDO; ENCFF224URS; ENCFF234DFK; ENCFF237THN; ENCFF274GUO; ENCFF294GKW; ENCFF302RQH; ENCFF307DMW; ENCFF363NQY; ENCFF370YGS; ENCFF404PXW; ENCFF423PGJ; ENCFF443VKQ; ENCFF500OTO; ENCFF550JMT; ENCFF550WHD; ENCFF609UTS; ENCFF627MGO; ENCFF673CEF; ENCFF877AND; ENCFF891AHH; ENCFF897VKU; ENCFF913WCC; ENCFF915SFW; ENCFF934OXN; ENCFF935CJP; ENCFF944ZYO; ENCFF961AVK"
"TBP","MICB",33,68,"HeLa-S3; HepG2; K562","ENCFF020TWU; ENCFF068UNL; ENCFF146NGT; ENCFF183XEO; ENCFF198GZQ; ENCFF223MDO; ENCFF224URS; ENCFF234DFK; ENCFF274GUO; ENCFF302RQH; ENCFF307DMW; ENCFF363NQY; ENCFF370YGS; ENCFF404PXW; ENCFF423PGJ; ENCFF443VKQ; ENCFF469IRK; ENCFF534GKQ; ENCFF550JMT; ENCFF550WHD; ENCFF565SBG; ENCFF609UTS; ENCFF627MGO; ENCFF673CEF; ENCFF791JVM; ENCFF877AND; ENCFF897VKU; ENCFF913WCC; ENCFF915SFW; ENCFF934OXN; ENCFF944ZYO; ENCFF961AVK; ENCFF967KDT"
"TBP","RAET1E",22,36,"HeLa-S3; HepG2; K562","ENCFF183XEO; ENCFF223MDO; ENCFF224URS; ENCFF237THN; ENCFF274GUO; ENCFF302RQH; ENCFF307DMW; ENCFF363NQY; ENCFF404PXW; ENCFF443VKQ; ENCFF469IRK; ENCFF523ODF; ENCFF545FAT; ENCFF550JMT; ENCFF550WHD; ENCFF627MGO; ENCFF673CEF; ENCFF891AHH; ENCFF897VKU; ENCFF915SFW; ENCFF944ZYO; ENCFF967KDT"
"TBP","RAET1G",22,27,"HeLa-S3; HepG2; K562","ENCFF068UNL; ENCFF223MDO; ENCFF224URS; ENCFF234DFK; ENCFF237THN; ENCFF274GUO; ENCFF302RQH; ENCFF307DMW; ENCFF363NQY; ENCFF443VKQ; ENCFF550JMT; ENCFF550WHD; ENCFF627MGO; ENCFF673CEF; ENCFF877AND; ENCFF891AHH; ENCFF897VKU; ENCFF915SFW; ENCFF934OXN; ENCFF944ZYO; ENCFF961AVK; ENCFF967KDT"
"TBP","RAET1L",15,15,"HeLa-S3; HepG2","ENCFF183XEO; ENCFF206LVL; ENCFF224URS; ENCFF237THN; ENCFF274GUO; ENCFF294GKW; ENCFF302RQH; ENCFF363NQY; ENCFF443VKQ; ENCFF469IRK; ENCFF550JMT; ENCFF673CEF; ENCFF791JVM; ENCFF915SFW; ENCFF944ZYO"
"TBP","ULBP1",18,26,"HeLa-S3; HepG2; K562","ENCFF183XEO; ENCFF224URS; ENCFF234DFK; ENCFF274GUO; ENCFF302RQH; ENCFF307DMW; ENCFF370YGS; ENCFF443VKQ; ENCFF469IRK; ENCFF523ODF; ENCFF545FAT; ENCFF609UTS; ENCFF673CEF; ENCFF877AND; ENCFF891AHH; ENCFF915SFW; ENCFF944ZYO; ENCFF967KDT"
"TBP","ULBP2",6,7,"K562","ENCFF234DFK; ENCFF307DMW; ENCFF545FAT; ENCFF609UTS; ENCFF877AND; ENCFF891AHH"
"TBP","ULBP3",33,64,"HeLa-S3; HepG2; K562","ENCFF001VJK; ENCFF001VLC; ENCFF001VPC; ENCFF002CTI; ENCFF002CUW; ENCFF002CYK; ENCFF068UNL; ENCFF159SBO; ENCFF183XEO; ENCFF223MDO; ENCFF224URS; ENCFF234DFK; ENCFF237THN; ENCFF274GUO; ENCFF294GKW; ENCFF302RQH; ENCFF307DMW; ENCFF363NQY; ENCFF380FJL; ENCFF425TFY; ENCFF443VKQ; ENCFF469IRK; ENCFF523ODF; ENCFF545FAT; ENCFF550JMT; ENCFF584CNF; ENCFF673CEF; ENCFF791JVM; ENCFF877AND; ENCFF891AHH; ENCFF915SFW; ENCFF944ZYO; ENCFF967KDT"
