	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low
GMEB2	1.9653653652054997e-4	1.9653653652054997e-4	1.9653653652054997e-4	1.9653653652054997e-4	1.9653653652054997e-4	1.9653653652054997e-4	1.9653653652054997e-4	1.9653653652054997e-4	1.9653653652054997e-4	1.9653653652054997e-4	1.9653653652054997e-4	1.9653653652054997e-4	1.9653653652054997e-4	1.9653653652054997e-4	1.9653653652054997e-4	1.9653653652054997e-4	1.9653653652054997e-4	1.9653653652054997e-4	1.9653653652054997e-4	1.9653653652054997e-4	1.9653653652054997e-4	1.9653653652054997e-4	1.9653653652054997e-4	1.9653653652054997e-4	1.9653653652054997e-4	1.9653653652054997e-4	1.9653653652054997e-4	1.9653653652054997e-4	1.9653653652054997e-4	1.9653653652054997e-4	1.9653653652054997e-4	1.9653653652054997e-4	1.9653653652054997e-4	1.9653653652054997e-4	1.9653653652054997e-4	1.9653653652054997e-4	1.9653653652054997e-4	1.9653653652054997e-4	1.9653653652054997e-4	1.9653653652054997e-4	1.9653653652054997e-4	1.9653653652054997e-4	1.9653653652054997e-4	1.9653653652054997e-4	1.9653653652054997e-4	1.9653653652054997e-4	1.9653653652054997e-4	1.9653653652054997e-4	1.9653653652054997e-4	1.9653653652054997e-4	1.9653653652054997e-4	1.9653653652054997e-4	1.9653653652054997e-4	1.9653653652054997e-4	1.9653653652054997e-4	1.9653653652054997e-4	1.9653653652054997e-4	1.9653653652054997e-4	1.9653653652054997e-4	1.9653653652054997e-4	1.9653653652054997e-4	1.9653653652054997e-4	1.9653653652054997e-4	1.9653653652054997e-4	1.9653653652054997e-4	1.9653653652054997e-4	2.1892399835956764e-4	2.1892399835956764e-4	2.1892399835956764e-4	2.1892399835956764e-4	2.1892399835956764e-4	2.1892399835956764e-4	2.1892399835956764e-4	2.1892399835956764e-4	2.1892399835956764e-4	2.1892399835956764e-4	2.1892399835956764e-4	2.1892399835956764e-4	2.1892399835956764e-4	2.1892399835956764e-4	2.1892399835956764e-4
GRHL1	4.0238297130920295e-5	4.0238297130920295e-5	4.0238297130920295e-5	4.0238297130920295e-5	4.0238297130920295e-5	4.0238297130920295e-5	4.0238297130920295e-5	4.0238297130920295e-5	4.0238297130920295e-5	4.0238297130920295e-5	4.0238297130920295e-5	4.0238297130920295e-5	4.0238297130920295e-5	4.0238297130920295e-5	4.0238297130920295e-5	4.0238297130920295e-5	4.0238297130920295e-5	4.0238297130920295e-5	4.0238297130920295e-5	4.0238297130920295e-5	4.0238297130920295e-5	4.0238297130920295e-5	4.0238297130920295e-5	4.0238297130920295e-5	4.0238297130920295e-5	4.0238297130920295e-5	4.0238297130920295e-5	4.0238297130920295e-5	4.0238297130920295e-5	4.0238297130920295e-5	4.0238297130920295e-5	4.0238297130920295e-5	4.0238297130920295e-5	4.0238297130920295e-5	4.0238297130920295e-5	4.0238297130920295e-5	4.0238297130920295e-5	4.0238297130920295e-5	4.0238297130920295e-5	4.0238297130920295e-5	4.0238297130920295e-5	4.0238297130920295e-5	4.0238297130920295e-5	4.0238297130920295e-5	4.0238297130920295e-5	4.0238297130920295e-5	4.0238297130920295e-5	4.0238297130920295e-5	4.0238297130920295e-5	4.0238297130920295e-5	4.0238297130920295e-5	4.0238297130920295e-5	4.0238297130920295e-5	4.0238297130920295e-5	4.0238297130920295e-5	4.0238297130920295e-5	4.0238297130920295e-5	4.0238297130920295e-5	4.0238297130920295e-5	4.0238297130920295e-5	4.0238297130920295e-5	4.0238297130920295e-5	4.0238297130920295e-5	4.0238297130920295e-5	4.0238297130920295e-5	4.0238297130920295e-5	8.53390985182178e-5	8.53390985182178e-5	8.53390985182178e-5	8.53390985182178e-5	8.53390985182178e-5	8.53390985182178e-5	8.53390985182178e-5	8.53390985182178e-5	8.53390985182178e-5	8.53390985182178e-5	8.53390985182178e-5	8.53390985182178e-5	8.53390985182178e-5	8.53390985182178e-5	8.53390985182178e-5
GRHL2	1.2953063591190754e-4	1.2953063591190754e-4	1.2953063591190754e-4	1.2953063591190754e-4	1.2953063591190754e-4	1.2953063591190754e-4	1.2953063591190754e-4	1.2953063591190754e-4	1.2953063591190754e-4	1.2953063591190754e-4	1.2953063591190754e-4	1.2953063591190754e-4	1.2953063591190754e-4	1.2953063591190754e-4	1.2953063591190754e-4	1.2953063591190754e-4	1.2953063591190754e-4	1.2953063591190754e-4	1.2953063591190754e-4	1.2953063591190754e-4	1.2953063591190754e-4	1.2953063591190754e-4	1.2953063591190754e-4	1.2953063591190754e-4	1.2953063591190754e-4	1.2953063591190754e-4	1.2953063591190754e-4	1.2953063591190754e-4	1.2953063591190754e-4	1.2953063591190754e-4	1.2953063591190754e-4	1.2953063591190754e-4	1.2953063591190754e-4	1.2953063591190754e-4	1.2953063591190754e-4	1.2953063591190754e-4	1.2953063591190754e-4	1.2953063591190754e-4	1.2953063591190754e-4	1.2953063591190754e-4	1.2953063591190754e-4	1.2953063591190754e-4	1.2953063591190754e-4	1.2953063591190754e-4	1.2953063591190754e-4	1.2953063591190754e-4	1.2953063591190754e-4	1.2953063591190754e-4	1.2953063591190754e-4	1.2953063591190754e-4	1.2953063591190754e-4	1.2953063591190754e-4	1.2953063591190754e-4	1.2953063591190754e-4	1.2953063591190754e-4	1.2953063591190754e-4	1.2953063591190754e-4	1.2953063591190754e-4	1.2953063591190754e-4	1.2953063591190754e-4	1.2953063591190754e-4	1.2953063591190754e-4	1.2953063591190754e-4	1.2953063591190754e-4	1.2953063591190754e-4	1.2953063591190754e-4	3.178258321496821e-5	3.178258321496821e-5	3.178258321496821e-5	3.178258321496821e-5	3.178258321496821e-5	3.178258321496821e-5	3.178258321496821e-5	3.178258321496821e-5	3.178258321496821e-5	3.178258321496821e-5	3.178258321496821e-5	3.178258321496821e-5	3.178258321496821e-5	3.178258321496821e-5	3.178258321496821e-5
GSC	4.4397092309110295e-5	4.4397092309110295e-5	4.4397092309110295e-5	4.4397092309110295e-5	4.4397092309110295e-5	4.4397092309110295e-5	4.4397092309110295e-5	4.4397092309110295e-5	4.4397092309110295e-5	4.4397092309110295e-5	4.4397092309110295e-5	4.4397092309110295e-5	4.4397092309110295e-5	4.4397092309110295e-5	4.4397092309110295e-5	4.4397092309110295e-5	4.4397092309110295e-5	4.4397092309110295e-5	4.4397092309110295e-5	4.4397092309110295e-5	4.4397092309110295e-5	4.4397092309110295e-5	4.4397092309110295e-5	4.4397092309110295e-5	4.4397092309110295e-5	4.4397092309110295e-5	4.4397092309110295e-5	4.4397092309110295e-5	4.4397092309110295e-5	4.4397092309110295e-5	4.4397092309110295e-5	4.4397092309110295e-5	4.4397092309110295e-5	4.4397092309110295e-5	4.4397092309110295e-5	4.4397092309110295e-5	4.4397092309110295e-5	4.4397092309110295e-5	4.4397092309110295e-5	4.4397092309110295e-5	4.4397092309110295e-5	4.4397092309110295e-5	4.4397092309110295e-5	4.4397092309110295e-5	4.4397092309110295e-5	4.4397092309110295e-5	4.4397092309110295e-5	4.4397092309110295e-5	4.4397092309110295e-5	4.4397092309110295e-5	4.4397092309110295e-5	4.4397092309110295e-5	4.4397092309110295e-5	4.4397092309110295e-5	4.4397092309110295e-5	4.4397092309110295e-5	4.4397092309110295e-5	4.4397092309110295e-5	4.4397092309110295e-5	4.4397092309110295e-5	4.4397092309110295e-5	4.4397092309110295e-5	4.4397092309110295e-5	4.4397092309110295e-5	4.4397092309110295e-5	4.4397092309110295e-5	4.0107260018491887e-5	4.0107260018491887e-5	4.0107260018491887e-5	4.0107260018491887e-5	4.0107260018491887e-5	4.0107260018491887e-5	4.0107260018491887e-5	4.0107260018491887e-5	4.0107260018491887e-5	4.0107260018491887e-5	4.0107260018491887e-5	4.0107260018491887e-5	4.0107260018491887e-5	4.0107260018491887e-5	4.0107260018491887e-5
GSC2	3.279581547776241e-5	3.279581547776241e-5	3.279581547776241e-5	3.279581547776241e-5	3.279581547776241e-5	3.279581547776241e-5	3.279581547776241e-5	3.279581547776241e-5	3.279581547776241e-5	3.279581547776241e-5	3.279581547776241e-5	3.279581547776241e-5	3.279581547776241e-5	3.279581547776241e-5	3.279581547776241e-5	3.279581547776241e-5	3.279581547776241e-5	3.279581547776241e-5	3.279581547776241e-5	3.279581547776241e-5	3.279581547776241e-5	3.279581547776241e-5	3.279581547776241e-5	3.279581547776241e-5	3.279581547776241e-5	3.279581547776241e-5	3.279581547776241e-5	3.279581547776241e-5	3.279581547776241e-5	3.279581547776241e-5	3.279581547776241e-5	3.279581547776241e-5	3.279581547776241e-5	3.279581547776241e-5	3.279581547776241e-5	3.279581547776241e-5	3.279581547776241e-5	3.279581547776241e-5	3.279581547776241e-5	3.279581547776241e-5	3.279581547776241e-5	3.279581547776241e-5	3.279581547776241e-5	3.279581547776241e-5	3.279581547776241e-5	3.279581547776241e-5	3.279581547776241e-5	3.279581547776241e-5	3.279581547776241e-5	3.279581547776241e-5	3.279581547776241e-5	3.279581547776241e-5	3.279581547776241e-5	3.279581547776241e-5	3.279581547776241e-5	3.279581547776241e-5	3.279581547776241e-5	3.279581547776241e-5	3.279581547776241e-5	3.279581547776241e-5	3.279581547776241e-5	3.279581547776241e-5	3.279581547776241e-5	3.279581547776241e-5	3.279581547776241e-5	3.279581547776241e-5	4.74014246652099e-5	4.74014246652099e-5	4.74014246652099e-5	4.74014246652099e-5	4.74014246652099e-5	4.74014246652099e-5	4.74014246652099e-5	4.74014246652099e-5	4.74014246652099e-5	4.74014246652099e-5	4.74014246652099e-5	4.74014246652099e-5	4.74014246652099e-5	4.74014246652099e-5	4.74014246652099e-5
GSX1	2.2050690504693043e-5	2.2050690504693043e-5	2.2050690504693043e-5	2.2050690504693043e-5	2.2050690504693043e-5	2.2050690504693043e-5	2.2050690504693043e-5	2.2050690504693043e-5	2.2050690504693043e-5	2.2050690504693043e-5	2.2050690504693043e-5	2.2050690504693043e-5	2.2050690504693043e-5	2.2050690504693043e-5	2.2050690504693043e-5	2.2050690504693043e-5	2.2050690504693043e-5	2.2050690504693043e-5	2.2050690504693043e-5	2.2050690504693043e-5	2.2050690504693043e-5	2.2050690504693043e-5	2.2050690504693043e-5	2.2050690504693043e-5	2.2050690504693043e-5	2.2050690504693043e-5	2.2050690504693043e-5	2.2050690504693043e-5	2.2050690504693043e-5	2.2050690504693043e-5	2.2050690504693043e-5	2.2050690504693043e-5	2.2050690504693043e-5	2.2050690504693043e-5	2.2050690504693043e-5	2.2050690504693043e-5	2.2050690504693043e-5	2.2050690504693043e-5	2.2050690504693043e-5	2.2050690504693043e-5	2.2050690504693043e-5	2.2050690504693043e-5	2.2050690504693043e-5	2.2050690504693043e-5	2.2050690504693043e-5	2.2050690504693043e-5	2.2050690504693043e-5	2.2050690504693043e-5	2.2050690504693043e-5	2.2050690504693043e-5	2.2050690504693043e-5	2.2050690504693043e-5	2.2050690504693043e-5	2.2050690504693043e-5	2.2050690504693043e-5	2.2050690504693043e-5	2.2050690504693043e-5	2.2050690504693043e-5	2.2050690504693043e-5	2.2050690504693043e-5	2.2050690504693043e-5	2.2050690504693043e-5	2.2050690504693043e-5	2.2050690504693043e-5	2.2050690504693043e-5	2.2050690504693043e-5	3.109273683718917e-5	3.109273683718917e-5	3.109273683718917e-5	3.109273683718917e-5	3.109273683718917e-5	3.109273683718917e-5	3.109273683718917e-5	3.109273683718917e-5	3.109273683718917e-5	3.109273683718917e-5	3.109273683718917e-5	3.109273683718917e-5	3.109273683718917e-5	3.109273683718917e-5	3.109273683718917e-5
GSX2	2.4656703973262305e-5	2.4656703973262305e-5	2.4656703973262305e-5	2.4656703973262305e-5	2.4656703973262305e-5	2.4656703973262305e-5	2.4656703973262305e-5	2.4656703973262305e-5	2.4656703973262305e-5	2.4656703973262305e-5	2.4656703973262305e-5	2.4656703973262305e-5	2.4656703973262305e-5	2.4656703973262305e-5	2.4656703973262305e-5	2.4656703973262305e-5	2.4656703973262305e-5	2.4656703973262305e-5	2.4656703973262305e-5	2.4656703973262305e-5	2.4656703973262305e-5	2.4656703973262305e-5	2.4656703973262305e-5	2.4656703973262305e-5	2.4656703973262305e-5	2.4656703973262305e-5	2.4656703973262305e-5	2.4656703973262305e-5	2.4656703973262305e-5	2.4656703973262305e-5	2.4656703973262305e-5	2.4656703973262305e-5	2.4656703973262305e-5	2.4656703973262305e-5	2.4656703973262305e-5	2.4656703973262305e-5	2.4656703973262305e-5	2.4656703973262305e-5	2.4656703973262305e-5	2.4656703973262305e-5	2.4656703973262305e-5	2.4656703973262305e-5	2.4656703973262305e-5	2.4656703973262305e-5	2.4656703973262305e-5	2.4656703973262305e-5	2.4656703973262305e-5	2.4656703973262305e-5	2.4656703973262305e-5	2.4656703973262305e-5	2.4656703973262305e-5	2.4656703973262305e-5	2.4656703973262305e-5	2.4656703973262305e-5	2.4656703973262305e-5	2.4656703973262305e-5	2.4656703973262305e-5	2.4656703973262305e-5	2.4656703973262305e-5	2.4656703973262305e-5	2.4656703973262305e-5	2.4656703973262305e-5	2.4656703973262305e-5	2.4656703973262305e-5	2.4656703973262305e-5	2.4656703973262305e-5	3.391241031889876e-5	3.391241031889876e-5	3.391241031889876e-5	3.391241031889876e-5	3.391241031889876e-5	3.391241031889876e-5	3.391241031889876e-5	3.391241031889876e-5	3.391241031889876e-5	3.391241031889876e-5	3.391241031889876e-5	3.391241031889876e-5	3.391241031889876e-5	3.391241031889876e-5	3.391241031889876e-5
GTF2B	3.775067046327096e-4	3.775067046327096e-4	3.775067046327096e-4	3.775067046327096e-4	3.775067046327096e-4	3.775067046327096e-4	3.775067046327096e-4	3.775067046327096e-4	3.775067046327096e-4	3.775067046327096e-4	3.775067046327096e-4	3.775067046327096e-4	3.775067046327096e-4	3.775067046327096e-4	3.775067046327096e-4	3.775067046327096e-4	3.775067046327096e-4	3.775067046327096e-4	3.775067046327096e-4	3.775067046327096e-4	3.775067046327096e-4	3.775067046327096e-4	3.775067046327096e-4	3.775067046327096e-4	3.775067046327096e-4	3.775067046327096e-4	3.775067046327096e-4	3.775067046327096e-4	3.775067046327096e-4	3.775067046327096e-4	3.775067046327096e-4	3.775067046327096e-4	3.775067046327096e-4	3.775067046327096e-4	3.775067046327096e-4	3.775067046327096e-4	3.775067046327096e-4	3.775067046327096e-4	3.775067046327096e-4	3.775067046327096e-4	3.775067046327096e-4	3.775067046327096e-4	3.775067046327096e-4	3.775067046327096e-4	3.775067046327096e-4	3.775067046327096e-4	3.775067046327096e-4	3.775067046327096e-4	3.775067046327096e-4	3.775067046327096e-4	3.775067046327096e-4	3.775067046327096e-4	3.775067046327096e-4	3.775067046327096e-4	3.775067046327096e-4	3.775067046327096e-4	3.775067046327096e-4	3.775067046327096e-4	3.775067046327096e-4	3.775067046327096e-4	3.775067046327096e-4	3.775067046327096e-4	3.775067046327096e-4	3.775067046327096e-4	3.775067046327096e-4	3.775067046327096e-4	3.7486710476631024e-4	3.7486710476631024e-4	3.7486710476631024e-4	3.7486710476631024e-4	3.7486710476631024e-4	3.7486710476631024e-4	3.7486710476631024e-4	3.7486710476631024e-4	3.7486710476631024e-4	3.7486710476631024e-4	3.7486710476631024e-4	3.7486710476631024e-4	3.7486710476631024e-4	3.7486710476631024e-4	3.7486710476631024e-4
GTF2I	2.303809138053657e-3	2.303809138053657e-3	2.303809138053657e-3	2.303809138053657e-3	2.303809138053657e-3	2.303809138053657e-3	2.303809138053657e-3	2.303809138053657e-3	2.303809138053657e-3	2.303809138053657e-3	2.303809138053657e-3	2.303809138053657e-3	2.303809138053657e-3	2.303809138053657e-3	2.303809138053657e-3	2.303809138053657e-3	2.303809138053657e-3	2.303809138053657e-3	2.303809138053657e-3	2.303809138053657e-3	2.303809138053657e-3	2.303809138053657e-3	2.303809138053657e-3	2.303809138053657e-3	2.303809138053657e-3	2.303809138053657e-3	2.303809138053657e-3	2.303809138053657e-3	2.303809138053657e-3	2.303809138053657e-3	2.303809138053657e-3	2.303809138053657e-3	2.303809138053657e-3	2.303809138053657e-3	2.303809138053657e-3	2.303809138053657e-3	2.303809138053657e-3	2.303809138053657e-3	2.303809138053657e-3	2.303809138053657e-3	2.303809138053657e-3	2.303809138053657e-3	2.303809138053657e-3	2.303809138053657e-3	2.303809138053657e-3	2.303809138053657e-3	2.303809138053657e-3	2.303809138053657e-3	2.303809138053657e-3	2.303809138053657e-3	2.303809138053657e-3	2.303809138053657e-3	2.303809138053657e-3	2.303809138053657e-3	2.303809138053657e-3	2.303809138053657e-3	2.303809138053657e-3	2.303809138053657e-3	2.303809138053657e-3	2.303809138053657e-3	2.303809138053657e-3	2.303809138053657e-3	2.303809138053657e-3	2.303809138053657e-3	2.303809138053657e-3	2.303809138053657e-3	2.3238457615771375e-3	2.3238457615771375e-3	2.3238457615771375e-3	2.3238457615771375e-3	2.3238457615771375e-3	2.3238457615771375e-3	2.3238457615771375e-3	2.3238457615771375e-3	2.3238457615771375e-3	2.3238457615771375e-3	2.3238457615771375e-3	2.3238457615771375e-3	2.3238457615771375e-3	2.3238457615771375e-3	2.3238457615771375e-3
GTF2IRD1	7.50778602674743e-4	7.50778602674743e-4	7.50778602674743e-4	7.50778602674743e-4	7.50778602674743e-4	7.50778602674743e-4	7.50778602674743e-4	7.50778602674743e-4	7.50778602674743e-4	7.50778602674743e-4	7.50778602674743e-4	7.50778602674743e-4	7.50778602674743e-4	7.50778602674743e-4	7.50778602674743e-4	7.50778602674743e-4	7.50778602674743e-4	7.50778602674743e-4	7.50778602674743e-4	7.50778602674743e-4	7.50778602674743e-4	7.50778602674743e-4	7.50778602674743e-4	7.50778602674743e-4	7.50778602674743e-4	7.50778602674743e-4	7.50778602674743e-4	7.50778602674743e-4	7.50778602674743e-4	7.50778602674743e-4	7.50778602674743e-4	7.50778602674743e-4	7.50778602674743e-4	7.50778602674743e-4	7.50778602674743e-4	7.50778602674743e-4	7.50778602674743e-4	7.50778602674743e-4	7.50778602674743e-4	7.50778602674743e-4	7.50778602674743e-4	7.50778602674743e-4	7.50778602674743e-4	7.50778602674743e-4	7.50778602674743e-4	7.50778602674743e-4	7.50778602674743e-4	7.50778602674743e-4	7.50778602674743e-4	7.50778602674743e-4	7.50778602674743e-4	7.50778602674743e-4	7.50778602674743e-4	7.50778602674743e-4	7.50778602674743e-4	7.50778602674743e-4	7.50778602674743e-4	7.50778602674743e-4	7.50778602674743e-4	7.50778602674743e-4	7.50778602674743e-4	7.50778602674743e-4	7.50778602674743e-4	7.50778602674743e-4	7.50778602674743e-4	7.50778602674743e-4	7.02315707496392e-4	7.02315707496392e-4	7.02315707496392e-4	7.02315707496392e-4	7.02315707496392e-4	7.02315707496392e-4	7.02315707496392e-4	7.02315707496392e-4	7.02315707496392e-4	7.02315707496392e-4	7.02315707496392e-4	7.02315707496392e-4	7.02315707496392e-4	7.02315707496392e-4	7.02315707496392e-4
GTF3A	8.865714851429059e-4	8.865714851429059e-4	8.865714851429059e-4	8.865714851429059e-4	8.865714851429059e-4	8.865714851429059e-4	8.865714851429059e-4	8.865714851429059e-4	8.865714851429059e-4	8.865714851429059e-4	8.865714851429059e-4	8.865714851429059e-4	8.865714851429059e-4	8.865714851429059e-4	8.865714851429059e-4	8.865714851429059e-4	8.865714851429059e-4	8.865714851429059e-4	8.865714851429059e-4	8.865714851429059e-4	8.865714851429059e-4	8.865714851429059e-4	8.865714851429059e-4	8.865714851429059e-4	8.865714851429059e-4	8.865714851429059e-4	8.865714851429059e-4	8.865714851429059e-4	8.865714851429059e-4	8.865714851429059e-4	8.865714851429059e-4	8.865714851429059e-4	8.865714851429059e-4	8.865714851429059e-4	8.865714851429059e-4	8.865714851429059e-4	8.865714851429059e-4	8.865714851429059e-4	8.865714851429059e-4	8.865714851429059e-4	8.865714851429059e-4	8.865714851429059e-4	8.865714851429059e-4	8.865714851429059e-4	8.865714851429059e-4	8.865714851429059e-4	8.865714851429059e-4	8.865714851429059e-4	8.865714851429059e-4	8.865714851429059e-4	8.865714851429059e-4	8.865714851429059e-4	8.865714851429059e-4	8.865714851429059e-4	8.865714851429059e-4	8.865714851429059e-4	8.865714851429059e-4	8.865714851429059e-4	8.865714851429059e-4	8.865714851429059e-4	8.865714851429059e-4	8.865714851429059e-4	8.865714851429059e-4	8.865714851429059e-4	8.865714851429059e-4	8.865714851429059e-4	8.575398725840604e-4	8.575398725840604e-4	8.575398725840604e-4	8.575398725840604e-4	8.575398725840604e-4	8.575398725840604e-4	8.575398725840604e-4	8.575398725840604e-4	8.575398725840604e-4	8.575398725840604e-4	8.575398725840604e-4	8.575398725840604e-4	8.575398725840604e-4	8.575398725840604e-4	8.575398725840604e-4
GZF1	2.2248323672276225e-5	2.2248323672276225e-5	2.2248323672276225e-5	2.2248323672276225e-5	2.2248323672276225e-5	2.2248323672276225e-5	2.2248323672276225e-5	2.2248323672276225e-5	2.2248323672276225e-5	2.2248323672276225e-5	2.2248323672276225e-5	2.2248323672276225e-5	2.2248323672276225e-5	2.2248323672276225e-5	2.2248323672276225e-5	2.2248323672276225e-5	2.2248323672276225e-5	2.2248323672276225e-5	2.2248323672276225e-5	2.2248323672276225e-5	2.2248323672276225e-5	2.2248323672276225e-5	2.2248323672276225e-5	2.2248323672276225e-5	2.2248323672276225e-5	2.2248323672276225e-5	2.2248323672276225e-5	2.2248323672276225e-5	2.2248323672276225e-5	2.2248323672276225e-5	2.2248323672276225e-5	2.2248323672276225e-5	2.2248323672276225e-5	2.2248323672276225e-5	2.2248323672276225e-5	2.2248323672276225e-5	2.2248323672276225e-5	2.2248323672276225e-5	2.2248323672276225e-5	2.2248323672276225e-5	2.2248323672276225e-5	2.2248323672276225e-5	2.2248323672276225e-5	2.2248323672276225e-5	2.2248323672276225e-5	2.2248323672276225e-5	2.2248323672276225e-5	2.2248323672276225e-5	2.2248323672276225e-5	2.2248323672276225e-5	2.2248323672276225e-5	2.2248323672276225e-5	2.2248323672276225e-5	2.2248323672276225e-5	2.2248323672276225e-5	2.2248323672276225e-5	2.2248323672276225e-5	2.2248323672276225e-5	2.2248323672276225e-5	2.2248323672276225e-5	2.2248323672276225e-5	2.2248323672276225e-5	2.2248323672276225e-5	2.2248323672276225e-5	2.2248323672276225e-5	2.2248323672276225e-5	1.3545452788865822e-5	1.3545452788865822e-5	1.3545452788865822e-5	1.3545452788865822e-5	1.3545452788865822e-5	1.3545452788865822e-5	1.3545452788865822e-5	1.3545452788865822e-5	1.3545452788865822e-5	1.3545452788865822e-5	1.3545452788865822e-5	1.3545452788865822e-5	1.3545452788865822e-5	1.3545452788865822e-5	1.3545452788865822e-5
