File	TF	CellLine	Assay	Target	Lab	OutputType
ENCFF224QAK	CEBPB	A549	TF ChIP-seq	CEBPB-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF224SOE	MYC	MCF-7	TF ChIP-seq	MYC-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF225BFX	GATA4	HepG2	TF ChIP-seq	GATA4-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF225KYS	SREBF1	MCF-7	TF ChIP-seq	SREBF1-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF228CDD	TCF12	A549	TF ChIP-seq	TCF12-human	ENCODE Processing Pipeline	optimal IDR thresholded peaks
ENCFF228LSW	CREB1	HepG2	TF ChIP-seq	CREB1-human	ENCODE Processing Pipeline	conservative IDR thresholded peaks
ENCFF228MGK	SRF	K562	TF ChIP-seq	SRF-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF228XIZ	MYC	K562	TF ChIP-seq	MYC-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF229CFO	CEBPA	HepG2	TF ChIP-seq	CEBPA-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF230CPK	CREB1	MCF-7	TF ChIP-seq	CREB1-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF230VNH	SP1	A549	TF ChIP-seq	SP1-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF230XQX	E2F1	K562	TF ChIP-seq	E2F1-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF231HJU	CEBPB	K562	TF ChIP-seq	CEBPB-human	ENCODE Processing Pipeline	conservative IDR thresholded peaks
ENCFF231HME	TCF12	K562	TF ChIP-seq	TCF12-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF231MQR	RXRA	SK-N-SH	TF ChIP-seq	RXRA-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF232BGD	TCF4	SK-N-SH	TF ChIP-seq	TCF4-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF233KBN	TCF12	A549	TF ChIP-seq	TCF12-human	ENCODE Processing Pipeline	conservative IDR thresholded peaks
ENCFF233XAJ	MYC	K562	TF ChIP-seq	MYC-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF234EHV	CEBPB	A549	TF ChIP-seq	CEBPB-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF236IPL	RARA	HepG2	TF ChIP-seq	RARA-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF236YZF	CREB1	HepG2	TF ChIP-seq	CREB1-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF238MSL	CEBPB	A549	TF ChIP-seq	CEBPB-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF238RSZ	TCF4	SK-N-SH	TF ChIP-seq	TCF4-human	ENCODE Processing Pipeline	conservative IDR thresholded peaks
ENCFF238SMS	CREB1	A549	TF ChIP-seq	CREB1-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF239IMY	MYC	HepG2	TF ChIP-seq	MYC-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF239TWR	CREB1	K562	TF ChIP-seq	CREB1-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF240ZHW	CEBPB	MCF-7	TF ChIP-seq	CEBPB-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF242IWJ	TCF12	K562	TF ChIP-seq	TCF12-human	ENCODE Processing Pipeline	optimal IDR thresholded peaks
ENCFF242PEU	SP1	HepG2	TF ChIP-seq	SP1-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF243NQJ	CEBPB	A549	TF ChIP-seq	CEBPB-human	ENCODE Processing Pipeline	optimal IDR thresholded peaks
ENCFF243SPU	CEBPB	K562	TF ChIP-seq	CEBPB-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF243XDG	SRF	K562	TF ChIP-seq	SRF-human	ENCODE Processing Pipeline	conservative IDR thresholded peaks
ENCFF243XZA	MYC	K562	TF ChIP-seq	MYC-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF244ROK	ATF4	HepG2	TF ChIP-seq	ATF4-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF245FWW	CEBPB	A549	TF ChIP-seq	CEBPB-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF245TIS	CREB1	K562	TF ChIP-seq	CREB1-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF246CBF	RUNX1	K562	TF ChIP-seq	RUNX1-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF246VDU	RUNX1	K562	TF ChIP-seq	RUNX1-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF247QVV	CREB1	A549	TF ChIP-seq	CREB1-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF248HIX	MYC	K562	TF ChIP-seq	MYC-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF249ZTK	CEBPB	A549	TF ChIP-seq	CEBPB-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF250ATZ	SP1	HepG2	TF ChIP-seq	SP1-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF250KBS	SRF	HCT116	TF ChIP-seq	SRF-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF250MUC	ATF4	K562	TF ChIP-seq	ATF4-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF251ULY	SP1	HCT116	TF ChIP-seq	SP1-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF252JHJ	E2F1	K562	TF ChIP-seq	E2F1-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF256XQF	STAT3	HeLa-S3	TF ChIP-seq	STAT3-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF257UWY	CEBPB	A549	TF ChIP-seq	CEBPB-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF258AZW	TCF12	SK-N-SH	TF ChIP-seq	TCF12-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF258YCI	CEBPB	K562	TF ChIP-seq	CEBPB-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF259FVH	CREB1	Ishikawa	TF ChIP-seq	CREB1-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF259GUE	CEBPB	A549	TF ChIP-seq	CEBPB-human	Tim Reddy, Duke	peaks
ENCFF259VDF	RUNX1	K562	TF ChIP-seq	RUNX1-human	ENCODE Processing Pipeline	conservative IDR thresholded peaks
ENCFF260FYO	CEBPA	HepG2	TF ChIP-seq	CEBPA-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF260KBY	E2F1	K562	TF ChIP-seq	E2F1-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF260PKT	TCF12	SK-N-SH	TF ChIP-seq	TCF12-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF261LIE	MYC	HepG2	TF ChIP-seq	MYC-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF261OGP	E2F1	MCF-7	TF ChIP-seq	E2F1-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF262AZV	SPI1	K562	TF ChIP-seq	SPI1-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF263GAK	CEBPB	MCF-7	TF ChIP-seq	CEBPB-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF263ZGK	SREBF1	K562	TF ChIP-seq	SREBF1-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF264KUD	SREBF1	A549	TF ChIP-seq	SREBF1-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF264QLP	RUNX1	K562	TF ChIP-seq	RUNX1-human	ENCODE Processing Pipeline	conservative IDR thresholded peaks
ENCFF264SIX	SRF	HepG2	TF ChIP-seq	SRF-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF265LDE	MYC	K562	TF ChIP-seq	MYC-human	ENCODE Processing Pipeline	conservative IDR thresholded peaks
ENCFF266GBP	ATF4	HepG2	TF ChIP-seq	ATF4-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF266QUX	CEBPB	K562	TF ChIP-seq	CEBPB-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF267CKY	SRF	K562	TF ChIP-seq	SRF-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF267GNY	CEBPB	A549	TF ChIP-seq	CEBPB-human	ENCODE Processing Pipeline	conservative IDR thresholded peaks
ENCFF269COU	SP1	K562	TF ChIP-seq	SP1-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF269DNZ	SP1	HepG2	TF ChIP-seq	SP1-human	ENCODE Processing Pipeline	conservative IDR thresholded peaks
ENCFF269OJD	SP1	K562	TF ChIP-seq	SP1-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF269RLS	CREB1	HepG2	TF ChIP-seq	CREB1-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF269WSX	TCF12	K562	TF ChIP-seq	TCF12-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF270LYL	CEBPB	A549	TF ChIP-seq	CEBPB-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF270PPM	RUNX1	K562	TF ChIP-seq	RUNX1-human	ENCODE Processing Pipeline	conservative IDR thresholded peaks
ENCFF271QTZ	ATF4	K562	TF ChIP-seq	ATF4-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF272EQO	POU5F1	K562	TF ChIP-seq	POU5F1-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF274RRP	TCF4	SK-N-SH	TF ChIP-seq	TCF4-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF275WAD	SREBF1	MCF-7	TF ChIP-seq	SREBF1-human	ENCODE Processing Pipeline	optimal IDR thresholded peaks
ENCFF276DVU	SREBF1	A549	TF ChIP-seq	SREBF1-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF277JYZ	CREB1	MCF-7	TF ChIP-seq	CREB1-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF277KCU	E2F1	HeLa-S3	TF ChIP-seq	E2F1-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF277LSM	TCF12	HepG2	TF ChIP-seq	TCF12-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF277UCH	E2F1	HepG2	TF ChIP-seq	E2F1-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF278VAE	CEBPB	A549	TF ChIP-seq	CEBPB-human	Tim Reddy, Duke	peaks
ENCFF280RJA	MYC	K562	TF ChIP-seq	MYC-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF280ZBV	MYC	K562	TF ChIP-seq	MYC-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF281QXD	TCF12	HepG2	TF ChIP-seq	TCF12-human	ENCODE Processing Pipeline	conservative IDR thresholded peaks
ENCFF281VNN	SP1	K562	TF ChIP-seq	SP1-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF281VXZ	MYC	K562	TF ChIP-seq	MYC-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF282HXS	MYC	MCF-7	TF ChIP-seq	MYC-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF282YGY	CEBPB	A549	TF ChIP-seq	CEBPB-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF283AYZ	MYC	HepG2	TF ChIP-seq	MYC-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF284LRP	TAL1	K562	TF ChIP-seq	TAL1-human	ENCODE Processing Pipeline	optimal IDR thresholded peaks
ENCFF285ILQ	MYC	K562	TF ChIP-seq	MYC-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF286WPU	SREBF1	HepG2	TF ChIP-seq	SREBF1-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF288LMY	CEBPB	A549	TF ChIP-seq	CEBPB-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF289KWB	TCF12	HepG2	TF ChIP-seq	TCF12-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF289REJ	SRF	MCF-7	TF ChIP-seq	SRF-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF290FEC	CEBPB	MCF-7	TF ChIP-seq	CEBPB-human	ENCODE Processing Pipeline	conservative IDR thresholded peaks
ENCFF290WHA	SREBF1	A549	TF ChIP-seq	SREBF1-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF291EZY	CEBPB	A549	TF ChIP-seq	CEBPB-human	ENCODE Processing Pipeline	conservative IDR thresholded peaks
ENCFF291JBV	MYC	MCF-7	TF ChIP-seq	MYC-human	ENCODE Processing Pipeline	conservative IDR thresholded peaks
ENCFF291XES	ATF4	K562	TF ChIP-seq	ATF4-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF292LAI	MYC	HeLa-S3	TF ChIP-seq	MYC-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF292QLD	CEBPB	HeLa-S3	TF ChIP-seq	CEBPB-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF292SZD	SP1	HepG2	TF ChIP-seq	SP1-human	ENCODE Processing Pipeline	conservative IDR thresholded peaks
ENCFF293DHX	MYC	HepG2	TF ChIP-seq	MYC-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF294XIV	TCF12	A549	TF ChIP-seq	TCF12-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF296PJG	TCF12	Ishikawa	TF ChIP-seq	TCF12-human	ENCODE Processing Pipeline	optimal IDR thresholded peaks
ENCFF297BBY	E2F1	K562	TF ChIP-seq	E2F1-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF297KAT	SP1	K562	TF ChIP-seq	SP1-human	ENCODE Processing Pipeline	conservative IDR thresholded peaks
ENCFF297UUZ	CEBPB	A549	TF ChIP-seq	CEBPB-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF298JZV	MYC	MCF-7	TF ChIP-seq	MYC-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF299JYV	TCF12	HepG2	TF ChIP-seq	TCF12-human	ENCODE Processing Pipeline	optimal IDR thresholded peaks
ENCFF299ZUK	SRF	HepG2	TF ChIP-seq	SRF-human	ENCODE Processing Pipeline	conservative IDR thresholded peaks
ENCFF300OKR	MYC	MCF-7	TF ChIP-seq	MYC-human	ENCODE Processing Pipeline	optimal IDR thresholded peaks
ENCFF300XUA	SP1	K562	TF ChIP-seq	SP1-human	ENCODE Processing Pipeline	optimal IDR thresholded peaks
ENCFF301CNM	CEBPB	HepG2	TF ChIP-seq	CEBPB-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF301IRM	E2F1	K562	TF ChIP-seq	E2F1-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF301OEA	TCF12	K562	TF ChIP-seq	TCF12-human	ENCODE Processing Pipeline	conservative IDR thresholded peaks
ENCFF301VUW	SRF	K562	TF ChIP-seq	SRF-human	ENCODE Processing Pipeline	conservative IDR thresholded peaks
ENCFF302WKC	RXRA	HepG2	TF ChIP-seq	RXRA-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF303HQJ	MYC	MCF-7	TF ChIP-seq	MYC-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF304BDR	TCF12	K562	TF ChIP-seq	TCF12-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF304BIC	SREBF1	MCF-7	TF ChIP-seq	SREBF1-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF304FKQ	CREB1	HepG2	TF ChIP-seq	CREB1-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF304NFW	RARA	HepG2	TF ChIP-seq	RARA-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF304XXT	RARA	HepG2	TF ChIP-seq	RARA-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF306COY	TCF12	Ishikawa	TF ChIP-seq	TCF12-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF308VBF	CREB1	HepG2	TF ChIP-seq	CREB1-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF309PVJ	MYC	MCF-7	TF ChIP-seq	MYC-human	ENCODE Processing Pipeline	conservative IDR thresholded peaks
ENCFF309ZJM	CEBPB	K562	TF ChIP-seq	CEBPB-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF310NHR	TCF3	K562	TF ChIP-seq	TCF3-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF312FPE	CEBPB	HeLa-S3	TF ChIP-seq	CEBPB-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF312MKD	MYC	K562	TF ChIP-seq	MYC-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF313DDT	CEBPB	A549	TF ChIP-seq	CEBPB-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF314KET	CREB1	HepG2	TF ChIP-seq	CREB1-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF314LFV	SREBF1	MCF-7	TF ChIP-seq	SREBF1-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF314MDR	SP1	HCT116	TF ChIP-seq	SP1-human	ENCODE Processing Pipeline	conservative IDR thresholded peaks
ENCFF315LBQ	CEBPB	A549	TF ChIP-seq	CEBPB-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF315VQM	SREBF1	A549	TF ChIP-seq	SREBF1-human	ENCODE Processing Pipeline	optimal IDR thresholded peaks
ENCFF315WSN	SRF	K562	TF ChIP-seq	SRF-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF316KWW	MYC	HepG2	TF ChIP-seq	MYC-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF316LOP	CEBPB	A549	TF ChIP-seq	CEBPB-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF316WFA	SRF	HepG2	TF ChIP-seq	SRF-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF316YEL	SP1	HepG2	TF ChIP-seq	SP1-human	ENCODE Processing Pipeline	conservative IDR thresholded peaks
ENCFF317GVT	CEBPB	HCT116	TF ChIP-seq	CEBPB-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF317SXY	SRF	K562	TF ChIP-seq	SRF-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF318AOU	CEBPB	A549	TF ChIP-seq	CEBPB-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF318KNL	SREBF1	K562	TF ChIP-seq	SREBF1-human	ENCODE Processing Pipeline	conservative IDR thresholded peaks
ENCFF319IEF	CEBPB	HepG2	TF ChIP-seq	CEBPB-human	ENCODE Processing Pipeline	optimal IDR thresholded peaks
ENCFF321KQD	CEBPB	K562	TF ChIP-seq	CEBPB-human	ENCODE Processing Pipeline	optimal IDR thresholded peaks
ENCFF321TMN	SP1	K562	TF ChIP-seq	SP1-human	ENCODE Processing Pipeline	conservative IDR thresholded peaks
ENCFF322HPX	CREB1	HepG2	TF ChIP-seq	CREB1-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF322UWA	E2F1	MCF-7	TF ChIP-seq	E2F1-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF323FQW	RXRA	HepG2	TF ChIP-seq	RXRA-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF323URU	CEBPB	A549	TF ChIP-seq	CEBPB-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF325VBX	CEBPB	HepG2	TF ChIP-seq	CEBPB-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF326WMF	E2F1	K562	TF ChIP-seq	E2F1-human	ENCODE Processing Pipeline	conservative IDR thresholded peaks
ENCFF328GQG	MYC	K562	TF ChIP-seq	MYC-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF328SRN	RXRA	HepG2	TF ChIP-seq	RXRA-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF330CLZ	SP1	HepG2	TF ChIP-seq	SP1-human	ENCODE Processing Pipeline	conservative IDR thresholded peaks
ENCFF330UQJ	MYC	K562	TF ChIP-seq	MYC-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF331BSI	FOXO1	HepG2	TF ChIP-seq	FOXO1-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF331KUW	CEBPB	HCT116	TF ChIP-seq	CEBPB-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF331UBK	STAT3	HeLa-S3	TF ChIP-seq	STAT3-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF333SWC	SP1	HepG2	TF ChIP-seq	SP1-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF333ZEX	MYC	A549	TF ChIP-seq	MYC-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF334ESE	CEBPB	A549	TF ChIP-seq	CEBPB-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF334FKH	CEBPA	HepG2	TF ChIP-seq	CEBPA-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF334SEU	TCF12	K562	TF ChIP-seq	TCF12-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF335BUX	CEBPB	K562	TF ChIP-seq	CEBPB-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF335NYP	E2F1	K562	TF ChIP-seq	E2F1-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF337ISL	TCF12	K562	TF ChIP-seq	TCF12-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF338PAG	SRF	MCF-7	TF ChIP-seq	SRF-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF339AQP	MYC	K562	TF ChIP-seq	MYC-human	ENCODE Processing Pipeline	optimal IDR thresholded peaks
ENCFF340VPK	MYC	K562	TF ChIP-seq	MYC-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF341DDR	MYC	MCF-7	TF ChIP-seq	MYC-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF342QGM	CEBPB	HepG2	TF ChIP-seq	CEBPB-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF343KZD	MYC	K562	TF ChIP-seq	MYC-human	ENCODE Processing Pipeline	conservative IDR thresholded peaks
ENCFF343LJR	STAT3	HeLa-S3	TF ChIP-seq	STAT3-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF345NUQ	CEBPB	A549	TF ChIP-seq	CEBPB-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF346ZIN	RXRA	HepG2	TF ChIP-seq	RXRA-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF347EMN	CEBPB	A549	TF ChIP-seq	CEBPB-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF347PNV	CEBPA	HepG2	TF ChIP-seq	CEBPA-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF348RKC	SP1	A549	TF ChIP-seq	SP1-human	ENCODE Processing Pipeline	optimal IDR thresholded peaks
ENCFF351BBR	MYC	K562	TF ChIP-seq	MYC-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF351FUG	SP1	HepG2	TF ChIP-seq	SP1-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF351PGN	CREB1	MCF-7	TF ChIP-seq	CREB1-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF352HGW	E2F1	K562	TF ChIP-seq	E2F1-human	ENCODE Processing Pipeline	optimal IDR thresholded peaks
ENCFF353EUL	MYC	K562	TF ChIP-seq	MYC-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF356LKG	CREB1	MCF-7	TF ChIP-seq	CREB1-human	ENCODE Processing Pipeline	conservative IDR thresholded peaks
ENCFF356PWE	MYC	A549	TF ChIP-seq	MYC-human	ENCODE Processing Pipeline	conservative IDR thresholded peaks
ENCFF357COB	ATF4	HepG2	TF ChIP-seq	ATF4-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF357NBU	MYC	K562	TF ChIP-seq	MYC-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF357PLM	RUNX1	K562	TF ChIP-seq	RUNX1-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF358UWQ	E2F1	K562	TF ChIP-seq	E2F1-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF358WHI	MYC	MCF-7	TF ChIP-seq	MYC-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF359DUK	CEBPB	HepG2	TF ChIP-seq	CEBPB-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF359LNM	ATF4	HepG2	TF ChIP-seq	ATF4-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF360HMC	CEBPB	A549	TF ChIP-seq	CEBPB-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF361NRI	SP1	HepG2	TF ChIP-seq	SP1-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF362DBO	SREBF1	HepG2	TF ChIP-seq	SREBF1-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF362GEH	MYC	K562	TF ChIP-seq	MYC-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF362XTA	TCF12	Ishikawa	TF ChIP-seq	TCF12-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF363ODB	TCF3	K562	TF ChIP-seq	TCF3-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF364UVL	RXRB	HepG2	TF ChIP-seq	RXRB-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF365NHC	CEBPB	A549	TF ChIP-seq	CEBPB-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF365REH	CEBPB	K562	TF ChIP-seq	CEBPB-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF365ROK	CREB1	HepG2	TF ChIP-seq	CREB1-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF365XJJ	MYC	HeLa-S3	TF ChIP-seq	MYC-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF366CSF	SP1	A549	TF ChIP-seq	SP1-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF366DXX	TP53	HepG2	TF ChIP-seq	TP53-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF366HLG	SP1	MCF-7	TF ChIP-seq	SP1-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF366KTJ	MYC	NB4	TF ChIP-seq	MYC-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF366WSJ	CEBPB	A549	TF ChIP-seq	CEBPB-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF368VBY	RARA	HepG2	TF ChIP-seq	RARA-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF369KTZ	CEBPB	A549	TF ChIP-seq	CEBPB-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF369UML	RUNX1	K562	TF ChIP-seq	RUNX1-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF370EQJ	MYC	MCF-7	TF ChIP-seq	MYC-human	ENCODE Processing Pipeline	optimal IDR thresholded peaks
ENCFF370QHV	RUNX1	K562	TF ChIP-seq	RUNX1-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF371ZZU	SPI1	HL-60	TF ChIP-seq	SPI1-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF372GUM	POU5F1	K562	TF ChIP-seq	POU5F1-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF373LWH	MYC	MCF-7	TF ChIP-seq	MYC-human	ENCODE Processing Pipeline	peaks and background as input for IDR
